r_center,r_halfwidth,k_sq,i,j,a_lo,b_lo,primes,dsu_groups,port_groups,ports_I,ports_O,ports_L,ports_R,sum_n,max_label,overflow_128,overflow_256
800000000,4096,40,1400264,2793710,358467584,715189760,2201,93,39,21,19,17,17,74,39,0,0
800000000,4096,40,1948063,2443514,498704128,625539584,2228,106,47,19,23,17,18,77,47,0,0
800000000,4096,40,1064426,2938122,272493056,752159232,2218,102,43,21,17,18,14,70,43,0,0
800000000,4096,40,2186856,2232333,559835136,571477248,2290,78,34,18,13,12,20,63,34,0,0
800000000,4096,40,1032092,2949655,264215552,755111680,2275,95,53,27,15,19,13,74,53,0,0
800000000,4096,40,1976426,2420604,505965056,619674624,2200,95,46,16,25,24,14,79,46,0,0
800000000,4096,40,2020909,2383620,517352704,610206720,2269,87,35,19,18,11,15,63,35,0,0
800000000,4096,40,732116,3038016,187421696,777732096,2274,94,45,21,19,20,22,82,45,0,0
800000000,4096,40,1109865,2921263,284125440,747843328,2259,71,32,14,12,15,15,56,32,0,0
800000000,4096,40,1205865,2882957,308701440,738036992,2220,92,39,19,13,18,20,70,39,0,0
